Country,Year,Disease Name,Disease Category,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%)
Russia,2001,Diabetes,Neurological,3.46,5.73,9.59,61+,Male,760970,96.61,3.25,7.85,Medication,23660,Yes,94.24,1149,1.85,67331,0.47,37.66
Australia,2019,Diabetes,Genetic,11.06,5.53,8.07,0-18,Male,105284,54.74,1.8,5.74,Medication,16698,Yes,90.19,4707,8.15,50534,0.87,44.2
Australia,2021,Diabetes,Autoimmune,11.91,14.39,7.27,36-60,Other,249384,73.47,3.59,7.43,Vaccination,49428,Yes,74.0,956,3.53,78254,0.69,57.12
Turkey,2013,Diabetes,Cardiovascular,14.44,4.59,0.75,36-60,Male,813818,55.83,3.08,2.04,Surgery,2907,No,92.33,1865,6.93,81506,0.54,24.66
France,2006,Diabetes,Autoimmune,2.35,10.55,4.95,19-35,Other,946943,65.99,1.0,4.61,Surgery,23926,No,69.26,817,1.45,82119,0.43,78.9
South Korea,2011,Diabetes,Genetic,4.08,13.47,7.93,61+,Male,831560,65.76,1.51,6.69,Therapy,22783,Yes,94.26,616,3.54,39266,0.46,63.79
Italy,2009,Diabetes,Neurological,10.03,5.58,0.12,61+,Female,33198,84.15,4.93,1.56,Therapy,15570,Yes,96.42,4038,1.96,27029,0.6,65.54
China,2000,Diabetes,Cardiovascular,7.26,14.46,4.01,0-18,Female,63002,91.36,1.54,8.36,Therapy,46972,Yes,60.53,3009,1.25,75378,0.51,65.8
USA,2006,Diabetes,Respiratory,11.51,11.28,7.18,0-18,Male,599397,57.65,3.24,4.5,Surgery,8711,No,90.23,2330,7.92,43172,0.6,21.56
South Korea,2002,Diabetes,Genetic,7.21,3.39,7.48,36-60,Other,345470,95.33,4.71,5.77,Vaccination,37544,No,74.09,3195,9.33,3602,0.73,56.63
China,2014,Diabetes,Autoimmune,9.39,10.31,1.92,0-18,Female,708941,56.51,0.65,7.38,Surgery,49347,No,52.71,3898,4.65,75498,0.64,36.83
Brazil,2011,Diabetes,Respiratory,1.24,7.35,5.07,61+,Male,103635,53.4,1.75,3.63,Medication,17106,No,53.95,2539,5.65,14481,0.83,74.31
Nigeria,2021,Diabetes,Infectious,11.79,11.4,7.26,19-35,Male,491195,71.3,4.1,4.21,Medication,49498,Yes,67.28,4561,0.78,96745,0.83,46.31
USA,2024,Diabetes,Metabolic,8.92,3.37,1.13,0-18,Female,816627,83.68,2.4,2.21,Therapy,6830,Yes,72.62,4459,3.2,28984,0.56,78.67
UK,2004,Diabetes,Viral,4.16,8.26,6.24,36-60,Male,965873,94.9,4.47,9.29,Therapy,19509,No,75.98,1080,3.73,5495,0.49,52.16
Russia,2002,Diabetes,Respiratory,10.35,6.08,6.99,0-18,Other,95744,98.42,4.67,9.47,Medication,49882,Yes,80.86,3784,1.37,17436,0.68,65.84
South Korea,2002,Diabetes,Metabolic,17.52,8.36,1.76,19-35,Other,336802,66.49,0.83,6.04,Therapy,42193,Yes,54.35,4126,0.99,53250,0.77,74.12
Russia,2013,Diabetes,Viral,7.44,0.46,1.59,0-18,Other,2417,96.16,2.2,1.63,Therapy,32271,Yes,72.35,1670,5.01,29362,0.41,34.72
Indonesia,2000,Diabetes,Parasitic,1.37,11.86,5.45,19-35,Male,955291,85.16,4.02,9.17,Vaccination,44776,No,59.91,4416,3.24,56509,0.49,45.48
Japan,2013,Diabetes,Neurological,13.01,8.63,1.62,36-60,Other,695416,71.85,4.77,5.88,Therapy,44158,Yes,61.09,569,8.0,25074,0.49,61.62
Canada,2019,Diabetes,Respiratory,8.12,1.78,9.4,36-60,Male,243657,78.11,4.23,4.63,Surgery,44019,Yes,81.31,2701,4.87,81724,0.42,35.59
Argentina,2022,Diabetes,Infectious,13.76,6.37,0.82,0-18,Female,538744,85.55,1.07,6.44,Vaccination,12233,No,84.28,4090,9.65,18330,0.56,24.11
Australia,2006,Diabetes,Genetic,4.81,3.49,7.47,19-35,Other,222311,71.06,1.94,5.4,Medication,12144,No,62.74,4712,8.32,97957,0.68,31.56
Argentina,2012,Diabetes,Cardiovascular,10.99,9.63,5.63,36-60,Female,598800,95.26,3.73,6.55,Surgery,36045,No,65.43,433,3.21,8838,0.84,24.3
Nigeria,2015,Diabetes,Chronic,1.72,0.19,0.78,36-60,Male,17222,88.14,0.93,1.14,Therapy,40188,No,84.71,4687,3.94,25614,0.44,27.87
Turkey,2016,Diabetes,Cardiovascular,15.54,8.89,7.64,61+,Other,485600,62.69,2.31,9.46,Therapy,49061,No,56.16,2146,9.22,3098,0.55,26.14
Mexico,2022,Diabetes,Infectious,4.41,8.01,2.42,61+,Other,117239,56.68,0.86,0.56,Surgery,31920,No,70.4,391,4.98,69801,0.62,44.62
Australia,2010,Diabetes,Chronic,13.07,9.96,4.29,61+,Other,592336,85.28,4.75,1.87,Medication,6217,Yes,86.22,1781,7.6,24809,0.57,50.49
Mexico,2009,Diabetes,Bacterial,18.29,14.53,0.56,36-60,Male,504462,89.47,3.36,9.34,Medication,49129,No,91.16,3464,3.13,70704,0.84,36.85
Russia,2002,Diabetes,Chronic,12.29,7.46,8.37,0-18,Other,782493,81.99,4.44,1.13,Vaccination,5234,Yes,60.56,97,0.8,97527,0.42,64.96
Germany,2011,Diabetes,Bacterial,11.88,10.55,7.84,19-35,Female,227875,70.48,2.92,7.02,Vaccination,22124,Yes,65.07,1883,5.24,86470,0.41,30.9
Australia,2024,Diabetes,Autoimmune,4.31,11.33,5.9,36-60,Male,258825,73.63,2.42,8.41,Medication,41218,Yes,89.81,614,8.73,97189,0.58,36.07
South Africa,2006,Diabetes,Autoimmune,4.9,0.21,8.3,0-18,Female,179658,59.61,2.11,7.93,Surgery,42174,Yes,83.53,1192,5.32,88424,0.44,85.52
France,2010,Diabetes,Genetic,8.97,6.45,9.69,36-60,Female,783496,64.35,3.01,5.96,Medication,17414,No,76.22,861,8.78,58042,0.43,57.39
Saudi Arabia,2002,Diabetes,Bacterial,0.82,2.74,9.3,36-60,Female,573097,65.79,4.5,9.3,Medication,8537,Yes,54.31,3926,4.53,88740,0.88,58.4
Germany,2022,Diabetes,Viral,0.5,8.95,3.74,61+,Female,365647,82.72,1.46,3.89,Surgery,14133,Yes,88.27,4081,3.61,74843,0.89,63.6
India,2020,Diabetes,Metabolic,5.11,12.3,5.16,61+,Other,814231,57.24,3.59,5.64,Vaccination,15990,No,58.0,605,6.24,53051,0.78,60.41
Canada,2008,Diabetes,Autoimmune,4.79,13.09,7.25,36-60,Other,554166,81.73,2.76,0.99,Surgery,924,No,85.0,1586,2.69,11167,0.7,62.17
South Korea,2003,Diabetes,Parasitic,17.17,4.03,7.41,61+,Other,850483,53.58,3.76,6.05,Surgery,23035,No,92.69,4767,9.87,99527,0.51,76.81
Nigeria,2022,Diabetes,Infectious,8.18,8.25,7.85,19-35,Other,822997,63.54,1.79,3.97,Vaccination,25863,No,51.43,4680,8.24,3054,0.9,82.98
Saudi Arabia,2022,Diabetes,Bacterial,11.71,14.77,7.91,61+,Other,772305,89.61,3.81,7.47,Medication,1197,Yes,77.09,3543,9.27,76698,0.42,67.5
South Africa,2006,Diabetes,Genetic,15.39,4.53,7.29,0-18,Other,133623,84.32,2.74,7.9,Medication,39827,Yes,79.0,4116,2.23,63094,0.62,45.76
Germany,2013,Diabetes,Neurological,16.21,14.12,4.34,0-18,Female,359997,57.43,4.71,5.7,Medication,26110,No,51.31,1033,2.53,29923,0.42,42.16
South Korea,2013,Diabetes,Genetic,14.21,7.1,8.44,19-35,Male,930718,54.26,2.68,2.34,Therapy,5981,No,81.64,1202,8.08,59508,0.46,41.92
USA,2001,Diabetes,Viral,19.55,13.14,0.72,19-35,Male,504127,88.16,3.46,0.61,Vaccination,20689,No,95.75,4741,4.33,26048,0.87,73.71
Mexico,2019,Diabetes,Viral,19.15,1.59,1.38,0-18,Male,943094,67.99,4.42,4.57,Surgery,19331,No,84.33,2653,7.35,68829,0.86,44.2
Nigeria,2000,Diabetes,Infectious,6.05,8.93,8.47,19-35,Other,893743,55.12,0.88,4.57,Surgery,7340,Yes,67.14,417,9.19,52436,0.88,85.73
Saudi Arabia,2020,Diabetes,Autoimmune,13.66,13.11,2.0,19-35,Other,916624,63.57,4.0,5.95,Therapy,30654,Yes,71.25,3721,0.08,80215,0.87,35.23
Nigeria,2018,Diabetes,Genetic,3.06,3.67,1.94,36-60,Other,604994,74.29,2.39,1.37,Surgery,9152,Yes,87.09,2463,0.33,94397,0.78,54.83
UK,2018,Diabetes,Bacterial,18.3,13.72,3.89,36-60,Female,906297,70.83,4.46,5.93,Medication,48881,No,79.48,2740,2.25,32459,0.8,44.22
UK,2022,Diabetes,Bacterial,1.44,1.65,2.89,36-60,Male,212385,74.66,3.39,7.08,Vaccination,27269,Yes,65.85,4702,4.56,61704,0.79,47.63
Canada,2000,Diabetes,Autoimmune,9.65,3.68,7.11,19-35,Other,793250,76.47,4.07,5.78,Vaccination,699,Yes,63.73,4550,8.06,71779,0.71,22.54
China,2008,Diabetes,Cardiovascular,19.04,5.11,3.65,36-60,Female,721808,65.06,3.94,4.99,Medication,46488,Yes,83.73,3601,0.23,65780,0.46,39.95
Nigeria,2019,Diabetes,Infectious,4.12,2.82,2.66,61+,Female,997973,81.78,4.01,7.23,Therapy,26799,No,85.62,421,2.07,28816,0.48,24.1
South Africa,2021,Diabetes,Cardiovascular,3.07,12.02,8.5,61+,Female,357658,70.78,3.94,7.48,Surgery,28334,Yes,83.96,3171,9.45,1531,0.59,60.85
Argentina,2020,Diabetes,Bacterial,8.94,10.15,9.38,36-60,Other,358627,81.43,0.77,5.56,Surgery,31721,Yes,63.11,4740,0.38,80282,0.41,33.84
Germany,2021,Diabetes,Infectious,19.18,10.08,0.95,19-35,Other,374348,89.31,1.68,7.55,Vaccination,15641,No,68.34,673,0.8,29354,0.83,33.82
USA,2024,Diabetes,Chronic,3.98,7.84,2.28,19-35,Female,638962,62.71,2.41,3.52,Medication,36368,Yes,59.0,2195,4.69,20476,0.56,32.38
Japan,2015,Diabetes,Infectious,12.66,3.0,9.58,19-35,Other,790377,96.12,2.02,4.28,Surgery,34599,Yes,92.0,4672,6.53,44323,0.55,42.29
France,2011,Diabetes,Genetic,18.44,14.01,8.72,61+,Female,304124,84.22,4.39,9.88,Medication,10476,No,89.78,2138,4.72,765,0.5,85.32
Canada,2019,Diabetes,Metabolic,3.52,9.39,9.65,61+,Other,867076,92.97,4.52,8.97,Medication,29128,Yes,77.57,3492,8.76,60701,0.55,33.2
Argentina,2008,Diabetes,Viral,16.81,11.48,0.9,61+,Male,126823,94.83,4.2,7.46,Vaccination,42545,No,75.41,168,8.88,53821,0.6,87.44
Canada,2022,Diabetes,Viral,10.49,0.36,2.21,19-35,Female,718751,64.69,4.91,8.15,Surgery,47591,Yes,60.57,1604,4.67,18931,0.48,56.19
Indonesia,2023,Diabetes,Respiratory,14.4,2.1,1.45,0-18,Male,521436,77.6,2.78,1.6,Vaccination,37187,No,63.98,359,1.65,97774,0.48,51.41
Australia,2022,Diabetes,Respiratory,6.33,14.53,8.9,61+,Male,79097,58.98,1.5,7.38,Vaccination,33080,Yes,85.79,3952,9.01,89931,0.68,36.8
Canada,2014,Diabetes,Metabolic,18.62,0.98,7.81,61+,Female,458696,98.88,3.41,3.27,Medication,13412,No,61.59,4888,9.59,29646,0.58,36.99
France,2017,Diabetes,Bacterial,14.98,7.35,6.43,61+,Female,759727,71.86,4.17,7.9,Medication,22068,Yes,90.05,1316,4.02,9132,0.54,38.74
Canada,2018,Diabetes,Respiratory,1.25,10.43,5.8,0-18,Female,226147,76.05,1.61,7.61,Surgery,27456,No,96.31,2894,5.22,65968,0.6,25.06
Brazil,2011,Diabetes,Cardiovascular,10.52,9.58,1.18,0-18,Other,936305,50.42,3.39,6.04,Surgery,49647,Yes,82.39,2454,3.54,12645,0.58,64.13
South Korea,2011,Diabetes,Bacterial,0.5,1.12,6.95,61+,Female,453121,90.32,1.64,3.2,Vaccination,8487,Yes,59.66,1592,7.12,23715,0.74,62.92
Saudi Arabia,2016,Diabetes,Infectious,17.27,14.69,0.33,0-18,Female,71616,99.14,0.82,6.98,Surgery,30274,Yes,96.42,2696,3.23,37604,0.8,65.35
Russia,2023,Diabetes,Autoimmune,9.83,4.08,1.13,19-35,Other,439926,84.37,3.22,3.16,Medication,19884,No,80.84,4013,2.79,2067,0.6,71.56
Germany,2008,Diabetes,Viral,1.15,9.52,5.04,61+,Other,273059,81.07,2.11,5.61,Therapy,48323,Yes,64.55,244,2.81,1088,0.73,66.22
UK,2020,Diabetes,Viral,11.73,4.9,8.27,19-35,Female,426193,65.29,2.46,5.64,Vaccination,10160,No,79.2,2517,2.32,67502,0.8,26.22
Russia,2010,Diabetes,Bacterial,14.38,8.07,6.11,19-35,Female,503521,91.53,1.59,9.39,Surgery,2589,Yes,66.1,4440,1.7,2203,0.51,46.62
Brazil,2009,Diabetes,Chronic,2.95,5.48,4.89,0-18,Other,766487,53.58,1.65,1.79,Medication,25866,Yes,69.29,3031,0.76,28670,0.48,77.62
Japan,2000,Diabetes,Infectious,6.81,14.48,7.13,0-18,Female,704373,75.58,4.87,5.47,Vaccination,472,Yes,91.37,3653,4.97,83888,0.54,57.36
USA,2019,Diabetes,Autoimmune,16.86,10.17,3.15,61+,Male,576244,51.26,2.54,2.22,Vaccination,25247,Yes,89.38,1543,3.38,54849,0.78,33.49
South Africa,2020,Diabetes,Viral,6.46,3.67,5.97,61+,Other,663931,88.38,4.12,2.15,Therapy,431,Yes,77.21,650,7.86,94083,0.56,49.49
Russia,2002,Diabetes,Genetic,4.31,13.33,1.09,19-35,Other,829295,63.77,0.58,5.57,Medication,19565,Yes,95.79,397,3.35,69361,0.88,72.36
Russia,2005,Diabetes,Metabolic,5.7,11.53,9.03,0-18,Male,674209,56.72,1.41,7.0,Vaccination,29460,No,86.27,2361,3.7,35055,0.8,24.04
USA,2023,Diabetes,Cardiovascular,13.55,1.08,2.9,36-60,Male,723962,52.47,1.28,7.3,Therapy,40411,No,65.82,1170,0.24,33791,0.46,58.05
France,2009,Diabetes,Autoimmune,4.83,14.42,9.48,61+,Female,611815,96.35,1.92,4.09,Therapy,45689,No,60.66,3426,7.09,44071,0.83,74.64
Australia,2016,Diabetes,Autoimmune,12.12,0.37,6.93,19-35,Female,206634,58.92,1.7,5.24,Therapy,5367,Yes,57.61,4423,3.46,4334,0.75,24.54
Turkey,2004,Diabetes,Viral,8.46,11.31,4.25,19-35,Other,681785,83.21,0.66,9.98,Medication,8969,Yes,83.08,2009,4.08,2953,0.85,56.85
Mexico,2001,Diabetes,Respiratory,15.67,11.27,4.28,36-60,Female,654093,73.19,2.34,7.73,Vaccination,1697,Yes,98.91,1161,8.1,71825,0.86,78.02
Germany,2000,Diabetes,Parasitic,18.75,8.66,6.31,61+,Male,120011,87.05,2.36,2.96,Medication,1579,Yes,67.78,377,2.49,43663,0.53,26.91
Russia,2018,Diabetes,Autoimmune,4.27,12.7,0.65,0-18,Female,748680,85.4,4.34,5.23,Therapy,30610,Yes,64.12,4612,4.82,16326,0.74,75.75
Mexico,2020,Diabetes,Cardiovascular,14.05,10.62,9.2,0-18,Other,210351,60.09,3.97,5.48,Surgery,45965,Yes,60.65,3024,0.3,73273,0.7,51.6
Japan,2015,Diabetes,Infectious,1.41,8.43,1.25,0-18,Female,464627,58.83,1.87,2.35,Vaccination,44299,Yes,72.13,1174,6.41,26203,0.46,71.65
France,2006,Diabetes,Viral,15.44,5.66,5.88,0-18,Other,834206,97.81,1.74,9.74,Therapy,43803,No,62.94,2424,8.04,778,0.8,46.8
Canada,2024,Diabetes,Respiratory,10.77,13.03,2.72,61+,Other,645695,69.22,3.64,3.81,Vaccination,30963,No,77.22,4201,8.37,27856,0.4,30.77
China,2002,Diabetes,Autoimmune,3.83,3.62,3.88,36-60,Other,64604,77.62,0.52,3.65,Therapy,47576,Yes,87.31,640,0.54,58399,0.46,30.97
Mexico,2017,Diabetes,Chronic,9.15,7.16,1.59,36-60,Female,775899,80.96,3.47,6.64,Therapy,14334,No,73.05,1341,6.97,95731,0.7,63.58
Brazil,2020,Diabetes,Neurological,4.65,1.06,2.61,19-35,Other,496288,75.36,3.8,8.87,Therapy,30105,No,87.33,4276,3.04,16843,0.86,60.49
USA,2016,Diabetes,Infectious,14.06,7.42,5.01,36-60,Other,466911,59.1,2.37,8.55,Surgery,48561,No,86.99,730,9.68,55451,0.79,84.9
Indonesia,2018,Diabetes,Autoimmune,5.38,5.22,7.96,19-35,Male,828755,88.45,2.76,1.89,Vaccination,34563,No,96.34,836,0.24,97153,0.61,31.15
Brazil,2020,Diabetes,Cardiovascular,18.42,4.06,9.88,36-60,Other,515305,88.24,1.55,7.86,Surgery,18233,Yes,80.76,3339,6.4,43562,0.48,21.42
Italy,2013,Diabetes,Chronic,10.98,5.65,3.84,19-35,Male,629392,90.97,0.59,0.57,Medication,42051,Yes,79.29,3993,9.13,6483,0.42,87.01
Turkey,2014,Diabetes,Chronic,5.34,12.33,5.67,19-35,Male,651351,77.11,2.1,1.42,Vaccination,8457,Yes,85.3,1381,3.97,31840,0.88,22.21
South Africa,2021,Diabetes,Neurological,1.12,3.48,3.04,0-18,Other,769056,59.27,2.43,4.22,Vaccination,21028,No,88.21,3255,0.0,76926,0.85,28.78
Canada,2022,Diabetes,Cardiovascular,15.73,13.75,7.26,61+,Other,255379,97.87,0.57,3.79,Vaccination,23419,Yes,89.49,382,3.11,27705,0.57,40.69
UK,2023,Diabetes,Viral,0.28,3.16,8.45,36-60,Other,577439,61.13,4.94,3.51,Surgery,30197,No,85.5,3114,8.22,4675,0.53,38.62
Indonesia,2011,Diabetes,Bacterial,13.78,4.4,9.88,61+,Female,168778,67.66,3.43,4.42,Vaccination,34748,Yes,77.53,1100,7.09,81168,0.48,42.48
Indonesia,2013,Diabetes,Infectious,3.34,6.17,2.53,19-35,Other,947504,78.53,1.23,3.72,Therapy,35686,No,61.24,4277,5.2,13803,0.71,38.02
India,2020,Diabetes,Viral,11.24,5.27,6.98,19-35,Female,474638,80.3,3.01,0.99,Therapy,27139,Yes,71.01,4689,6.52,88053,0.77,75.74
Brazil,2002,Diabetes,Cardiovascular,6.82,4.8,9.69,36-60,Male,33731,81.06,4.77,8.83,Surgery,28580,No,52.72,1417,4.97,49989,0.83,80.52
India,2022,Diabetes,Bacterial,18.31,5.49,6.26,19-35,Other,855807,54.22,2.35,2.38,Therapy,37760,No,50.84,1270,9.54,12575,0.59,65.78
Argentina,2018,Diabetes,Respiratory,18.91,7.53,0.44,19-35,Other,457221,73.76,0.84,4.07,Vaccination,45323,Yes,51.46,4725,9.77,50406,0.66,24.26
UK,2019,Diabetes,Chronic,4.75,4.38,2.77,61+,Male,284967,93.67,4.65,2.01,Vaccination,28675,No,98.38,2805,3.48,59935,0.59,26.89
South Africa,2002,Diabetes,Parasitic,11.19,7.17,6.85,0-18,Female,937512,97.37,2.03,9.7,Surgery,21133,Yes,53.62,30,9.61,59147,0.68,59.68
South Korea,2015,Diabetes,Neurological,2.77,2.33,3.67,19-35,Female,869762,77.79,1.69,0.54,Surgery,38797,Yes,70.07,2421,1.05,53890,0.64,63.74
Australia,2002,Diabetes,Viral,9.11,11.28,2.34,61+,Female,945730,57.17,4.53,3.49,Medication,36035,No,86.84,2817,6.02,53647,0.44,25.0
Germany,2007,Diabetes,Viral,10.14,6.76,6.46,0-18,Other,579563,67.37,1.93,8.39,Therapy,30059,No,60.51,1895,8.3,22320,0.53,73.69
China,2015,Diabetes,Infectious,2.75,10.01,2.79,61+,Male,983061,98.52,3.97,5.94,Surgery,12320,Yes,72.53,287,9.9,92605,0.67,37.15
Japan,2010,Diabetes,Autoimmune,0.19,1.49,3.1,19-35,Male,744735,57.53,3.98,1.99,Therapy,29088,No,66.07,4135,8.97,63326,0.58,27.42
India,2004,Diabetes,Chronic,11.02,13.19,6.66,36-60,Other,439844,76.31,4.62,9.01,Therapy,40850,Yes,73.75,1694,8.73,45269,0.55,58.95
South Korea,2022,Diabetes,Genetic,7.4,0.99,9.03,36-60,Male,872244,81.36,3.15,9.96,Vaccination,3091,Yes,71.49,3335,9.31,88174,0.44,53.43
Saudi Arabia,2013,Diabetes,Neurological,10.93,14.44,1.08,0-18,Other,337243,96.75,0.76,1.17,Therapy,20990,No,65.2,3346,8.51,96553,0.82,87.41
India,2009,Diabetes,Autoimmune,11.89,7.13,7.52,19-35,Female,965581,97.66,1.25,2.97,Therapy,22270,No,80.64,4839,8.33,35728,0.76,83.84
Japan,2017,Diabetes,Cardiovascular,2.96,3.91,3.25,0-18,Female,100146,57.92,3.92,7.5,Surgery,17826,No,96.78,423,0.88,87422,0.69,78.13
Argentina,2020,Diabetes,Autoimmune,13.9,1.28,5.19,19-35,Male,744105,90.92,4.4,7.87,Surgery,34019,No,76.92,4789,2.57,64328,0.53,42.52
Indonesia,2004,Diabetes,Respiratory,2.21,10.5,3.82,19-35,Female,409022,71.55,1.73,3.74,Therapy,26981,Yes,56.4,1712,1.01,20514,0.52,46.36
Nigeria,2020,Diabetes,Parasitic,13.58,12.61,3.33,36-60,Male,301051,92.67,2.25,9.98,Vaccination,44305,Yes,66.38,1920,9.39,92798,0.9,64.2
Canada,2022,Diabetes,Parasitic,14.51,0.85,2.52,36-60,Male,18782,80.28,1.28,4.91,Surgery,18579,Yes,77.59,3211,7.8,51242,0.44,59.08
Saudi Arabia,2024,Diabetes,Parasitic,7.15,2.72,4.32,0-18,Female,674838,83.15,4.6,8.74,Surgery,5056,No,72.53,4144,9.84,92296,0.46,85.61
India,2018,Diabetes,Viral,19.03,9.03,6.14,19-35,Other,768017,85.39,1.13,9.93,Therapy,20141,Yes,50.72,1156,7.12,39370,0.82,25.37
South Korea,2020,Diabetes,Infectious,0.78,1.78,7.82,0-18,Other,553745,77.54,4.62,4.53,Therapy,13508,Yes,75.25,3879,8.95,86701,0.46,86.12
Saudi Arabia,2008,Diabetes,Metabolic,1.75,2.87,3.36,19-35,Male,200414,82.87,0.5,8.58,Vaccination,7254,No,96.96,4926,5.87,33775,0.63,65.49
India,2015,Diabetes,Respiratory,2.8,9.59,4.75,0-18,Other,348118,56.5,4.83,0.83,Vaccination,42767,No,67.88,3664,8.31,78543,0.45,66.49
UK,2019,Diabetes,Metabolic,12.05,4.54,9.32,36-60,Female,461328,82.96,3.24,4.16,Therapy,42935,Yes,74.61,1375,8.54,4951,0.85,47.15
UK,2020,Diabetes,Neurological,13.35,12.16,4.28,0-18,Other,958912,63.4,1.9,5.6,Medication,33322,Yes,87.52,4785,2.44,66964,0.79,61.87
China,2012,Diabetes,Bacterial,4.7,4.75,6.27,36-60,Male,171208,69.65,2.22,2.36,Therapy,221,No,54.34,4078,9.18,97418,0.57,61.19
Russia,2006,Diabetes,Genetic,9.6,1.67,5.33,61+,Male,187675,70.96,2.88,1.05,Surgery,47775,Yes,70.19,1477,0.0,68981,0.56,54.73
USA,2006,Diabetes,Genetic,18.48,3.9,6.02,19-35,Female,834012,96.74,2.48,3.46,Medication,37993,No,93.71,2662,1.59,39502,0.66,76.15
Russia,2007,Diabetes,Infectious,19.77,2.5,0.49,36-60,Other,277053,89.6,1.54,5.49,Surgery,6905,Yes,50.16,4179,2.81,45729,0.42,66.95
Nigeria,2018,Diabetes,Bacterial,12.72,3.32,5.62,19-35,Other,198707,79.61,3.11,7.87,Surgery,29121,No,70.89,279,5.1,74706,0.52,45.8
Brazil,2014,Diabetes,Genetic,2.03,14.32,4.62,36-60,Male,586732,70.65,4.43,3.69,Surgery,3191,Yes,53.21,838,0.05,85704,0.83,30.73
India,2017,Diabetes,Infectious,1.0,1.16,5.19,0-18,Other,544378,70.51,2.58,5.58,Vaccination,10937,No,82.74,1461,8.47,10774,0.66,25.01
Russia,2013,Diabetes,Infectious,1.01,7.72,5.77,19-35,Male,500286,83.04,4.73,3.71,Vaccination,31837,No,61.87,3819,6.68,18256,0.78,41.58
USA,2002,Diabetes,Autoimmune,13.43,10.42,4.55,0-18,Female,465283,78.68,0.63,4.45,Surgery,22045,Yes,97.74,542,1.2,38844,0.52,82.13
Saudi Arabia,2010,Diabetes,Neurological,15.07,8.0,8.35,19-35,Other,305046,58.91,4.1,4.8,Therapy,18399,No,67.04,1657,3.25,57524,0.86,44.59
China,2007,Diabetes,Viral,12.27,8.55,6.91,19-35,Female,755787,74.37,2.62,8.53,Medication,48239,No,51.17,3877,7.52,1403,0.88,30.33
South Korea,2015,Diabetes,Neurological,10.94,9.94,8.03,19-35,Other,235558,84.74,3.38,4.42,Therapy,19069,Yes,78.14,2264,7.1,92993,0.52,82.89
India,2000,Diabetes,Respiratory,9.08,11.68,7.58,19-35,Other,666984,73.37,2.7,7.77,Vaccination,990,Yes,95.78,427,0.6,82302,0.8,35.66
China,2022,Diabetes,Neurological,2.08,3.95,0.53,19-35,Female,898835,61.13,3.88,8.32,Vaccination,37708,No,52.99,3881,6.04,71278,0.54,75.45
Turkey,2000,Diabetes,Metabolic,7.28,3.77,2.77,0-18,Other,216741,74.49,2.07,4.14,Therapy,18140,No,73.13,762,1.36,54572,0.47,64.58
France,2016,Diabetes,Cardiovascular,18.16,0.88,9.53,36-60,Female,97736,62.5,2.14,8.22,Therapy,7231,Yes,63.8,4099,8.84,97644,0.64,75.1
Mexico,2006,Diabetes,Autoimmune,15.97,4.04,9.08,19-35,Female,13066,63.99,1.44,0.61,Therapy,22903,Yes,85.95,1399,7.45,33360,0.77,63.06
Indonesia,2008,Diabetes,Infectious,17.01,6.34,6.1,36-60,Male,223203,79.49,4.72,4.89,Therapy,47112,Yes,77.38,328,9.87,23413,0.8,72.95
Brazil,2015,Diabetes,Respiratory,16.45,13.02,8.31,36-60,Other,993300,88.23,3.7,1.28,Medication,38855,Yes,61.47,2528,9.15,83298,0.8,79.12
Australia,2018,Diabetes,Viral,2.04,10.66,8.29,0-18,Other,995876,53.33,4.26,2.67,Vaccination,26077,Yes,64.64,3636,0.73,41082,0.65,42.79
Saudi Arabia,2023,Diabetes,Respiratory,0.53,0.45,8.68,19-35,Male,826108,76.14,2.52,4.68,Surgery,7476,Yes,66.32,1413,8.85,68414,0.66,25.51
France,2017,Diabetes,Genetic,12.54,3.66,4.95,0-18,Other,65877,69.91,4.71,8.89,Therapy,13683,No,67.37,1747,8.41,79408,0.43,22.65
Australia,2013,Diabetes,Autoimmune,14.37,5.1,7.37,0-18,Female,964317,70.14,3.12,7.12,Therapy,42533,No,84.26,3819,0.12,33202,0.62,39.7
Italy,2024,Diabetes,Chronic,14.05,6.0,9.05,36-60,Female,513856,90.21,1.65,0.57,Vaccination,26394,No,89.46,3597,1.25,8910,0.79,30.63
Mexico,2011,Diabetes,Respiratory,0.24,2.25,7.79,19-35,Other,390637,50.01,2.35,0.59,Surgery,46738,Yes,98.81,216,3.38,71036,0.5,26.71
South Africa,2001,Diabetes,Autoimmune,13.12,5.29,1.79,19-35,Other,811966,56.6,0.62,3.87,Vaccination,28380,Yes,85.51,3871,9.64,19584,0.55,33.88
Mexico,2024,Diabetes,Chronic,8.91,0.96,9.64,36-60,Female,812532,68.83,2.08,7.43,Therapy,49373,Yes,86.34,1714,6.32,48559,0.5,69.69
France,2022,Diabetes,Bacterial,9.06,13.17,4.83,61+,Other,610893,96.59,3.18,3.93,Therapy,3153,Yes,76.84,4270,4.55,94076,0.46,47.82
South Africa,2022,Diabetes,Viral,3.72,11.04,9.39,0-18,Other,58058,78.28,1.48,1.61,Therapy,531,No,96.64,3740,7.12,24606,0.62,44.84
